port,bytes,packets
53,1986,41
80,2258,7
80,2898,27
53,3679,48
22,35585,188
80,170,28
3306,4940,33
80,107661,1050
22,26672,241
443,645,7
22,2007,22
53,284,12
22,461,37
22,1729,42
3306,3809,11
3306,2943,19
22,37517,216
3306,3473,18
80,4733,34
53,1123,15
53,2999,17
443,4896,20
80,2551,10
80,4950,49
3306,181,40
53,3013,29
3306,2620,6
80,4271,45
22,3898,46
22,1081,43
80,4836,29
443,4025,21
22,57033,244
80,800,25
80,3575,65
22,177,4
22,3762,3
53,4369,48
443,3779,27
22,3862,10
22,43526,245
80,248790,1258
53,3039,39
443,2247,88
3306,361,18
80,3007,10
53,3002,27
443,3896,97
3306,1688,9
80,262297,903
443,4100,3
443,3509,43
80,4385,24
3306,4862,28
80,1234,21
53,3256,7
3306,242,7
53,4729,6
22,828,31
22,4482,3
443,3061,37
3306,3413,50
22,57220,193
443,4826,4
80,1698,8
3306,1998,35
443,385451,590
53,4634,33
80,178,34
443,4857,50
80,3757,28
53,4003,13
443,2150,13
443,3295,16
80,4140,19
3306,3708,39
22,4770,47
80,4990,45
80,4733,4
80,4712,28
443,3347,38
443,4659,44
22,37402,181
443,601202,624
443,604069,639
443,580170,561
3306,1947,1
3306,2937,35
53,1028,21
80,310,9
53,385,19
80,3587,41
443,585,3
53,4756,47
80,786,34
443,2118,39
80,3484,23
